path,filename,extension,category,size_bytes,size_mb,modified,relevance_score,relevance,text_extracted,text_preview,sha256,duplicate_count
1\Toshiba Files\Here's a treat.doc,Here's a treat.doc,.doc,document,59392,0.06,1429137396.0,0,UNLIKELY,False,,d72ba5024a4640ef68797c9b6910fc4f2dea87164688c074ecd4fd47427d5e72,1
1\Toshiba Files\Here's why trump will never win.doc,Here's why trump will never win.doc,.doc,document,27136,0.03,1457889932.0,0,UNLIKELY,False,,23cebbc46031128eeb35470aeb46b47efc085f776f003ac3df5ccd6a188aacab,1
1\Toshiba Files\HERR HEAT.doc,HERR HEAT.doc,.doc,document,859648,0.82,1445622782.0,0,UNLIKELY,False,,22b9e1838596a284784246028700d61658c7a838f0b17cabae219343b29cb6bd,1
"1\Toshiba Files\Hey, babe--Bryan.doc","Hey, babe--Bryan.doc",.doc,document,62464,0.06,1446335584.0,0,UNLIKELY,False,,926fc5a10c77ff0634aea880fcc9473ed3f68c49f424f18e7f2f5f322749a96e,1
"1\Toshiba Files\Hey, Chris . . ..doc","Hey, Chris . . ..doc",.doc,document,49664,0.05,1366312916.0,0,UNLIKELY,False,,ff4f3a12b533d5775e97adcf11848a2a50cc32863dcb6b6506a4ab9112d71ca2,1
1\Toshiba Files\HIGHWAYMAN SABRE.jpg.doc,HIGHWAYMAN SABRE.jpg.doc,.doc,document,39424,0.04,1448655686.0,0,UNLIKELY,False,,d0a12432aec7fb54bcfd2ac88d2b110a53c2232573b9eb8b0f7c3369a76964c7,1
1\Toshiba Files\Hilda Solis.doc,Hilda Solis.doc,.doc,document,39424,0.04,1340438044.0,0,UNLIKELY,False,,2d2e901f9f42789e07bdac01216f7d4583d1540d7bfbfe942e68bf816983081c,1
"1\Toshiba Files\Hillary's startled, bug-eyed.doc","Hillary's startled, bug-eyed.doc",.doc,document,64512,0.06,1442278692.0,0,UNLIKELY,False,,ab046f4b3631c6ba6738b06bc8d650afd67b89589196b8ce1e562b69f99acc56,1
1\Toshiba Files\Hindu Kush 5.doc,Hindu Kush 5.doc,.doc,document,121344,0.12,1348300708.0,0,UNLIKELY,False,,4ef1ab903ae22e961b4be276eb3ce5bab136de7c477114393d3c6381282cf291,1
1\Toshiba Files\Hindu Kush 6.doc,Hindu Kush 6.doc,.doc,document,49664,0.05,1348300886.0,0,UNLIKELY,False,,acb45965e20aa3e6af92274c7b172a3ed14c2db5d1f993e61e1fe2f306be3327,1
1\Toshiba Files\History of Acadiana.doc,History of Acadiana.doc,.doc,document,47616,0.05,1347649118.0,0,UNLIKELY,False,,1d67534e08b8fd5f1076433e91e6557ae993a8473643af6978117f3ddf48c0fc,1
1\Toshiba Files\Hitchens & History.doc,Hitchens & History.doc,.doc,document,46080,0.04,1372219102.0,0,UNLIKELY,False,,e40dd904057ad4e374be6b5c7a59f685afe01a36c4392df8b78504d8bdb13c6f,1
1\Toshiba Files\HOCKOMOCK BIT ALONE.doc,HOCKOMOCK BIT ALONE.doc,.doc,document,70656,0.07,1420380010.0,0,UNLIKELY,False,,ecfd9971dbf0f18f2d4c5d735ad54af3a2501431e309db351a80d892b6242d52,1
1\Toshiba Files\HOCKOMOCK.doc,HOCKOMOCK.doc,.doc,document,55808,0.05,1394132950.0,0,UNLIKELY,False,,8a36382b05cb95209ab6306af3ef0b334711d73250a89ebf33acf4ded7158c08,1
1\Toshiba Files\HOLLOW MEN 2.doc,HOLLOW MEN 2.doc,.doc,document,45568,0.04,1348704144.0,0,UNLIKELY,False,,80d2e60b1809d4b50499e5b2744319d540ff92c9c26d3e4331eea620cc1e8d53,1
1\Toshiba Files\HOLLOW MEN.doc,HOLLOW MEN.doc,.doc,document,48128,0.05,1348703110.0,0,UNLIKELY,False,,c9b1529fe959ad2f92d2a07d8ad94496b1bdb3c1733f01df848bc99a62df0ad1,1
1\Toshiba Files\Hooterville Redux..doc,Hooterville Redux..doc,.doc,document,43520,0.04,1342033074.0,0,UNLIKELY,False,,0110d61dd1f9dc04aca30cea1eaed7f6cb6f264020abb33021d0cdab72b82e47,1
1\Toshiba Files\Hoover.doc,Hoover.doc,.doc,document,43520,0.04,1354585794.0,0,UNLIKELY,False,,839c577c20daed8bdbedc384771f855858e6e103ec4eed0c563c4a4d36d79721,1
1\Toshiba Files\Hopefully olympic demise.doc,Hopefully olympic demise.doc,.doc,document,26624,0.03,1471522354.0,0,UNLIKELY,False,,cb3b73f6b2f04263a3a65617e95414b110b6fe4cfe3ffa9f59c6e9d1e167cc2c,1
1\Toshiba Files\How about twenty centuries of bigotry.doc,How about twenty centuries of bigotry.doc,.doc,document,41984,0.04,1364519320.0,0,UNLIKELY,False,,67fe3391e27d2542c3c42e6a14f75f508125d637594096ed5624c34410b257bf,1
1\Toshiba Files\How come the popey flies Alitalia.doc,How come the popey flies Alitalia.doc,.doc,document,65024,0.06,1443031258.0,0,UNLIKELY,False,,fce7e5186aa74a1dd16c25d58b8938363a19ed2f31d91ce9f32b0f429d353d9d,1
1\Toshiba Files\How far down the well must a person be to contemplate the vast effrontery of running for public office.doc,How far down the well must a person be to contemplate the vast effrontery of running for public office.doc,.doc,document,49152,0.05,1373070472.0,0,UNLIKELY,False,,d57b471b422dbb4400c52001608459e49e04fd3c57599c9a6ee92be9ff6aed00,1
1\Toshiba Files\How grotty is this  Paladino.doc,How grotty is this  Paladino.doc,.doc,document,22016,0.02,1482541856.0,0,UNLIKELY,False,,da7734ed3b70179f3fd10d61789f8621012b0bfca508180e53cf77ed342382fa,1
1\Toshiba Files\How long before a pig like Limbaugh is told to sit down.doc,How long before a pig like Limbaugh is told to sit down.doc,.doc,document,37376,0.04,1330985240.0,0,UNLIKELY,False,,d8d52dc26177a265ae0cd439a79329aa00048681a5f5a3e5728d1de6eb21d8bf,1
1\Toshiba Files\HOW MANY TIMES WAS I KILLED.doc,HOW MANY TIMES WAS I KILLED.doc,.doc,document,44544,0.04,1351224196.0,0,UNLIKELY,False,,184e2bfff96069a6b4a9c2919f897def4b716693f25b305869b6048b31c56fc5,1
1\Toshiba Files\How much longer must we share the planet with barbaric religionist killers.doc,How much longer must we share the planet with barbaric religionist killers.doc,.doc,document,27648,0.03,1479843202.0,0,UNLIKELY,False,,200466f5c2768e9850384199e1bc2eec1b197284f2c20f7be67e3f518838bfdf,1
1\Toshiba Files\How To Fake An Economic Recovery.doc,How To Fake An Economic Recovery.doc,.doc,document,58368,0.06,1297933158.0,0,UNLIKELY,False,,8cce671450afc5f42ad0d7709d4eec0f0e90e83960aaf7891c94f5bdb3965b00,1
1\Toshiba Files\HOW TO WRITE AN AFFI.doc,HOW TO WRITE AN AFFI.doc,.doc,document,63488,0.06,1406399652.0,0,UNLIKELY,False,,5f608bbb269cbbe7e20b56686b221465587cd107639bce1ef08941a6311ad665,1
1\Toshiba Files\Howler Huelskamp from Kansas.doc,Howler Huelskamp from Kansas.doc,.doc,document,59904,0.06,1426108232.0,0,UNLIKELY,False,,3c0b9379218903f09f707d684e61f4af657c562cad015701d00e81c6830e7e65,1
1\Toshiba Files\http.doc,http.doc,.doc,document,39424,0.04,1318307068.0,0,UNLIKELY,False,,b5dafd72cf915802c2952c08b59f77e216ad7b8970fb218d85bb167032390c91,1
1\Toshiba Files\http1.doc,http1.doc,.doc,document,40960,0.04,1328339770.0,0,UNLIKELY,False,,8fb640392a25046d283dd84e8f198f60087cca48c0075ecb03cef4a705945eb1,1
1\Toshiba Files\https.doc,https.doc,.doc,document,26112,0.02,1450823590.0,0,UNLIKELY,False,,df56bbc17f4eff3c8fa191e6291a63994cdf5e25801dcf18f0e2229ca84ac4cd,1
1\Toshiba Files\HUBRIS.doc,HUBRIS.doc,.doc,document,41984,0.04,1339868168.0,0,UNLIKELY,False,,cc984c6fa61df5187c4174cbcaa1c6b84d44413b0d118016c202b0920551f354,1
1\Toshiba Files\HUFF PO KIDS.doc,HUFF PO KIDS.doc,.doc,document,64512,0.06,1340919018.0,0,UNLIKELY,False,,ae3e6430bf2fc9bb75c4275f8e348a654e051df77fc36ddaa0e30255688be80d,1
1\Toshiba Files\Huff Po Live is not simply amateur hour.doc,Huff Po Live is not simply amateur hour.doc,.doc,document,44544,0.04,1349139732.0,0,UNLIKELY,False,,69520c474647ba6547c7ba5b38a13ff090cf2cbeaeddff52e2491c53d93c54c1,1
1\Toshiba Files\HUFFPO STEPHEN.doc,HUFFPO STEPHEN.doc,.doc,document,47104,0.04,1359766620.0,0,UNLIKELY,False,,941aab37cc6cb80c73ad6c233d3775a4f6a2a79da74254338fd8f5dfc7888b3c,1
1\Toshiba Files\huffpo1956faubus.doc,huffpo1956faubus.doc,.doc,document,45568,0.04,1368489050.0,0,UNLIKELY,False,,d8aeb8844a399692530ab9ec6854b176e6cd0c0339fc856781d53176c622cb64,1
1\Toshiba Files\HuffPostComments HuffPostComments.doc,HuffPostComments HuffPostComments.doc,.doc,document,89600,0.09,1359852762.0,0,UNLIKELY,False,,fbb8b5759b1984e03787bbf692927917553946bccc4eb660fb87858d4b93e0d4,1
1\Toshiba Files\I am chagrined that our stalwart Republican brothers have proved so mightily inept at governing.doc,I am chagrined that our stalwart Republican brothers have proved so mightily inept at governing.doc,.doc,document,43520,0.04,1342393360.0,0,UNLIKELY,False,,d9bc3da5b6cf69894e27dcd4b263a1f5c8dbf06e0eda57f71b69cddd8645cf1d,1
1\Toshiba Files\I am not a theist.doc,I am not a theist.doc,.doc,document,54272,0.05,1423782422.0,0,UNLIKELY,False,,e939bd7071a72518ed1c8de3a69997f54a3b21920f43bd08da493407d403610c,1
1\Toshiba Files\I am perfectly mounted within the scope of humanity.doc,I am perfectly mounted within the scope of humanity.doc,.doc,document,46080,0.04,1369440812.0,0,UNLIKELY,False,,ee6408019e9f8ab4b351aa1139dda5f4661de48bc91598044c3f799c7562dae3,1
1\Toshiba Files\I cannot use my air conditioner in this filthy dump.doc,I cannot use my air conditioner in this filthy dump.doc,.doc,document,60928,0.06,1432709712.0,0,UNLIKELY,False,,a67160bdff517ebc3cbae1ae5f677ac04f2f7bba4c3f2bf13896a48609ffe05b,1
1\Toshiba Files\I dislike Whole Foods intensely.doc,I dislike Whole Foods intensely.doc,.doc,document,45056,0.04,1358405960.0,0,UNLIKELY,False,,363c5d2d94903647203758863769a41114ddbd1cfc057a401166149337a310c8,1
1\Toshiba Files\I don't know about you.doc,I don't know about you.doc,.doc,document,36864,0.04,1342750968.0,0,UNLIKELY,False,,5f7cfaf9f433d2008ddc2784ce5fd1dc3822396b47460f23a8eb7235c6efc415,1
1\Toshiba Files\I don't know.doc,I don't know.doc,.doc,document,45568,0.04,1335228594.0,0,UNLIKELY,False,,5c108d13f78785cd6e1d12943b84725f958c2f3cf202ee2117ebbd31e3305a69,1
1\Toshiba Files\I had few expectations when I signed on to this account (2).doc,I had few expectations when I signed on to this account (2).doc,.doc,document,42496,0.04,1331842278.0,0,UNLIKELY,False,,3c17762f6caa743b633080bcf2416eaaeadb7fc1604f6ba0a8390948073f1591,1
1\Toshiba Files\I have had the great treat in my life of working for five years at MIT.doc,I have had the great treat in my life of working for five years at MIT.doc,.doc,document,58880,0.06,1423779562.0,0,UNLIKELY,False,,638a2b1d62de26d70541c0ba46b293117d8c984464ebe437e8cf1aa7af767ee4,1
1\Toshiba Files\I have loved you all my life.doc,I have loved you all my life.doc,.doc,document,43520,0.04,1350263468.0,0,UNLIKELY,False,,4cc01f04ecf3f92e0c59022b20de41aa97ac07d082c7b906c228c2f7a4d5335d,1
1\Toshiba Files\I have no axe to grind.doc,I have no axe to grind.doc,.doc,document,61440,0.06,1431734442.0,0,UNLIKELY,False,,6524cc2438624918024a11716107d566e642939d3563d334dc2eecab28e87554,1
1\Toshiba Files\I haven't owned a TeeWee for twenty-five years. I don't know.doc,I haven't owned a TeeWee for twenty-five years. I don't know.doc,.doc,document,59904,0.06,1432329858.0,0,UNLIKELY,False,,10d6973afd91c25258836159c0b68034b7ccbf992cce04773d09dae6f471359f,1
1\Toshiba Files\I intentionally insult the American majority that cravenly stares at over six hours of.doc,I intentionally insult the American majority that cravenly stares at over six hours of.doc,.doc,document,68096,0.06,1472404902.0,0,UNLIKELY,False,,114044960700591a70d8109b61ce1f4ec2fd85df10f11b76bfc9d10703c58ecb,1
1\Toshiba Files\I leant upon a coppice gate.doc,I leant upon a coppice gate.doc,.doc,document,46592,0.04,1370080284.0,0,UNLIKELY,False,,b5a2ab8ef930d9c317816e8e633391126151cbd0aa39553b421007ecb2d94596,1
1\Toshiba Files\I lost my house and land.doc,I lost my house and land.doc,.doc,document,51712,0.05,1404683840.0,0,UNLIKELY,False,,377bd5ede08366d382dada37046092c34e5b1c2e208141932a5ecf28c99b2476,1
1\Toshiba Files\I love Telegraph recipes.doc,I love Telegraph recipes.doc,.doc,document,311808,0.3,1438178254.0,0,UNLIKELY,False,,4a02f68164b2bc13a59bbfa075e6f7837d102e6ff81c0aafe9b90d0684cc714e,1
1\Toshiba Files\I met Scott Nearing for the first time in 1962 when as a college kid I stumbled into a Middlebury College colloquium on something like.doc,I met Scott Nearing for the first time in 1962 when as a college kid I stumbled into a Middlebury College colloquium on something like.doc,.doc,document,41984,0.04,1364317098.0,0,UNLIKELY,False,,c0f97a8083dc7a0e8d0a2cb1760e64cfbe5b11661940b6772dc4032130a8a7de,1
1\Toshiba Files\I neber live so good after I met you.doc,I neber live so good after I met you.doc,.doc,document,22016,0.02,1483240960.0,0,UNLIKELY,False,,0d93e80ad7a4d3e4a3841be95d53379a345b7bed25c7c2ce67c2fe166751b2c1,1
1\Toshiba Files\I need your help tomorrow afternoon.doc,I need your help tomorrow afternoon.doc,.doc,document,44544,0.04,1369623648.0,0,UNLIKELY,False,,0c52b26149c7ae412efba8c9e51594d691e86eaca28c988327476f2c081d789e,1
1\Toshiba Files\I trust that we all know the two lounge lizards.doc,I trust that we all know the two lounge lizards.doc,.doc,document,46080,0.04,1364502584.0,0,UNLIKELY,False,,a7c493dd16213de57799edc2fcce1d6562fc43804aeda28ded09f815513508c1,1
1\Toshiba Files\I write everything by hand.doc,I write everything by hand.doc,.doc,document,158720,0.15,1347414950.0,0,UNLIKELY,False,,cd0700bea222324ecbbbf69ece230cf33a1650a96d1199bc48421aae5057a0bb,1
1\Toshiba Files\I'll make it simple for you.doc,I'll make it simple for you.doc,.doc,document,26624,0.03,1453420872.0,0,UNLIKELY,False,,e7b8a09c02ea5763e4e5db421be751a7c4b6125f14e9b01c621829bba529c9c2,1
1\Toshiba Files\I've always thought responding to religious.doc,I've always thought responding to religious.doc,.doc,document,41472,0.04,1423262950.0,0,UNLIKELY,False,,7a884216b448dbea86e8072866759f017fa3f9221d5a864c72a6066c95c5c827,1
1\Toshiba Files\I've got IT!.doc,I've got IT!.doc,.doc,document,62464,0.06,1435791072.0,0,UNLIKELY,False,,61a716386ee5fbd6473fdf7cf4ba538aa46a2d0c0e3b51e647c353ee0aef831f,1
1\Toshiba Files\I've watched Bill O'reilly for years.doc,I've watched Bill O'reilly for years.doc,.doc,document,56320,0.05,1424541234.0,0,UNLIKELY,False,,3376cafe6b09a474ea6fdf261ee849b63d9c5659f23312560175b2832379095c,1
1\Toshiba Files\I.doc,I.doc,.doc,document,46592,0.04,1364355034.0,0,UNLIKELY,False,,23a91d4378619eb8b4ff1f232b445803258ebd6e52854b593003e5d25f636524,1
1\Toshiba Files\I1.doc,I1.doc,.doc,document,43008,0.04,1369892392.0,0,UNLIKELY,False,,fb25b7210d4192cc69c064c92dbc98f0783c1558fd379dd18b61dc564ff300ed,1
1\Toshiba Files\I2.doc,I2.doc,.doc,document,42496,0.04,1372044552.0,0,UNLIKELY,False,,1797e5964d2e71b9eeb24081d37e96d9119579ba91d5273a5ec2ef9e20bacf90,1
1\Toshiba Files\I3.doc,I3.doc,.doc,document,55808,0.05,1419013636.0,0,UNLIKELY,False,,9548a2422b5d72d96953bb77a841c60443620e7d8dbb37e13056d56cae33c501,1
1\Toshiba Files\I4.doc,I4.doc,.doc,document,59392,0.06,1424534158.0,0,UNLIKELY,False,,c2cd4f96c2aa69249b829cc0af4ec6ac360d1fe9a6b2cd74de85b5f317f5f5e0,1
1\Toshiba Files\I5.doc,I5.doc,.doc,document,62464,0.06,1435790112.0,0,UNLIKELY,False,,9bf9df098ae7b9ef989bb4da111c9b349159b53886385499e9e9f849021d2144,1
1\Toshiba Files\Ichabod Cotton is precisely the reason Teahadis should be ridiculed and hooted from the stage.doc,Ichabod Cotton is precisely the reason Teahadis should be ridiculed and hooted from the stage.doc,.doc,document,58368,0.06,1428615776.0,0,UNLIKELY,False,,1cd1bc4dddf857a8f3923814e6ee401c66249d30a82f85e513d7c21050b87145,1
1\Toshiba Files\ID.doc,ID.doc,.doc,document,30720,0.03,1277429646.0,0,UNLIKELY,False,,609899c792592c8bd5d346f92432a60fa633c2d43c51581c76640e26277f0d84,1
1\Toshiba Files\If a kid wearing a helmet with taped-on dynamite sticks.doc,If a kid wearing a helmet with taped-on dynamite sticks.doc,.doc,document,15360,0.01,1492287288.0,0,UNLIKELY,False,,25f6a9135e11642a4d8c64493b25725d41a1ddaec51b5613190dbe16ae18cd77,1
1\Toshiba Files\If it melee diner.doc,If it melee diner.doc,.doc,document,60928,0.06,1447210416.0,0,UNLIKELY,False,,14075f4bccf4dd1738b109840c8cbbe41fccb3cd7ca766730665efd20caf0108,1
"1\Toshiba Files\If it's not your body, then it's not your choice and not your business..doc","If it's not your body, then it's not your choice and not your business..doc",.doc,document,58880,0.06,1429454508.0,0,UNLIKELY,False,,ca0584329ae84033f2d724c1ba67ab16f97c3ae4e9d2156c5cb9dfaf4da8e4f0,1
1\Toshiba Files\If physical parts of each of us remain after we do not.doc,If physical parts of each of us remain after we do not.doc,.doc,document,46080,0.04,1364944634.0,0,UNLIKELY,False,,f47b3d842fe669b3a3dbfd6d2d359f7012b84c13f88015c2b93b027c38a34733,1
1\Toshiba Files\If the graphics on the fuselage do not.doc,If the graphics on the fuselage do not.doc,.doc,document,55296,0.05,1420075042.0,0,UNLIKELY,False,,83da38c7bdbd76700e968443c3572a7d871efeaf600738ad3e4e88c1b0e4d383,1
1\Toshiba Files\If the only tool you have is a hammer.doc,If the only tool you have is a hammer.doc,.doc,document,38912,0.04,1275161240.0,0,UNLIKELY,False,,ab552aed82455b1ed3408f614c4d3edc5b1389688a4f54749c1082c82faa878b,1
1\Toshiba Files\If you actually believe America is the blessed hope of the world.doc,If you actually believe America is the blessed hope of the world.doc,.doc,document,26624,0.03,1461436512.0,0,UNLIKELY,False,,0e3073c45ce37afc7f01221d2185fc35ec716e2ab67d65349104ae0e44a4e450,1
1\Toshiba Files\If you don adventists.doc,If you don adventists.doc,.doc,document,64512,0.06,1442977520.0,0,UNLIKELY,False,,caf411bff0c6bae2c1b7b76dde810cdddabc6fbd3141eb4770dc40fd295c854d,1
1\Toshiba Files\If you're getting pounded . . ..doc,If you're getting pounded . . ..doc,.doc,document,42496,0.04,1342733350.0,0,UNLIKELY,False,,ab64befc4f4e26b78ed71734d70dfe8c8fa90bf0350f17fb46fcefc1622bfd4e,1
1\Toshiba Files\If you.doc,If you.doc,.doc,document,42496,0.04,1342733294.0,0,UNLIKELY,False,,87ee3786f8ad3faf0104a0deb16497982e10363fd672bf36416249639929f546,1
1\Toshiba Files\Ignorance and religious nuttery are grim infestations of slovenly minds.doc,Ignorance and religious nuttery are grim infestations of slovenly minds.doc,.doc,document,56320,0.05,1420903858.0,0,UNLIKELY,False,,7ae092098fcfcc12771589520cc9dc30068c55152584b6eea67ef656d91d77de,1
1\Toshiba Files\Ignorant Pastor Martin.doc,Ignorant Pastor Martin.doc,.doc,document,64512,0.06,1441313504.0,0,UNLIKELY,False,,5585abec71935a2be2a265c71fb102fe5bb08e8375bb85a339cec0596035848a,1
1\Toshiba Files\IKEA.doc,IKEA.doc,.doc,document,47616,0.05,1361688280.0,0,UNLIKELY,False,,41d0667bd7a5e613d39991e8e7e624fd4f956b3fb97e98d23b9a3e92ef69627a,1
1\Toshiba Files\Il Trumpe makes it up as he goes along.doc,Il Trumpe makes it up as he goes along.doc,.doc,document,29184,0.03,1469228782.0,0,UNLIKELY,False,,ca0286e5f8e2bbdb4b5e314620cb8601d903e405444e409cfb82cbbb9b0fb760,1
1\Toshiba Files\In their attempts to legitimize their cowardice and wrong.doc,In their attempts to legitimize their cowardice and wrong.doc,.doc,document,55808,0.05,1474490190.0,0,UNLIKELY,False,,4b26598b073400db7ec060f07e316c7d655cbbdd28d680e826c64f16262f9134,1
1\Toshiba Files\Inappropriate.doc,Inappropriate.doc,.doc,document,64000,0.06,1439504104.0,0,UNLIKELY,False,,cd61f83daaca0af8033651d32a8a445ae04ce26bb0b20196192fa9fa8cc94fe1,1
1\Toshiba Files\INCONVENIENT TRUTHS.doc,INCONVENIENT TRUTHS.doc,.doc,document,65024,0.06,1446407890.0,0,UNLIKELY,False,,c25b748f034478d984299a2edf047d086a9f64fae82178460ebffac792f64d8b,1
1\Toshiba Files\Ingredients  creme brulee.doc,Ingredients  creme brulee.doc,.doc,document,65024,0.06,1445463634.0,0,UNLIKELY,False,,9661ac72818c8e22641f1128dc2c6c4161b1ee1e8b638cd7aa572491ce188c99,1
1\Toshiba Files\Intellectual Dwarfs.doc,Intellectual Dwarfs.doc,.doc,document,34816,0.03,1339350100.0,0,UNLIKELY,False,,a6c1a4487e9606c7171e59992852931be7e0daaa8575de50dc1fb7cbfff74a90,1
1\Toshiba Files\Interesting that wondrously imbecilic Americans think they have the world by the ass.doc,Interesting that wondrously imbecilic Americans think they have the world by the ass.doc,.doc,document,58880,0.06,1423790350.0,0,UNLIKELY,False,,a90ce48e2442d7002ee6055c53e06e85e1e3f4d8eed310c6538eb27a12846897,1
"1\Toshiba Files\Interesting, isn’t it, that Americans don’t know their country is broke.doc","Interesting, isn’t it, that Americans don’t know their country is broke.doc",.doc,document,27648,0.03,1478523218.0,0,UNLIKELY,False,,e764d6b4003ce4797994523a0a22bc9b89aebaf14412b86310766aeb134858bc,1
1\Toshiba Files\international_holidays.doc,international_holidays.doc,.doc,document,183154,0.17,1323733322.0,0,UNLIKELY,False,,718023896cf9a1ad48a2f4c7a7b34243c936bf660006185c53f5440a8e63418a,1
1\Toshiba Files\Intolerant agnosticism.doc,Intolerant agnosticism.doc,.doc,document,44032,0.04,1357487816.0,0,UNLIKELY,False,,d758dcd428847a4a988a5c3f49ce9ae1ea4df54377b234de0bd2cb628ffe549f,1
1\Toshiba Files\Invasion Doesn't Turn Up the Heat.doc,Invasion Doesn't Turn Up the Heat.doc,.doc,document,43008,0.04,1335031694.0,0,UNLIKELY,False,,55de9cc0c897dc7142f0dc6a06e9c55459fb919cff9df66e48ef904cf46788b2,1
1\Toshiba Files\Iowa--.doc,Iowa--.doc,.doc,document,40960,0.04,1340440256.0,0,UNLIKELY,False,,f2b9f95502ed004e2dab29d656123f10fd8f465f7a9c41e00515ec3f021c1a2c,1
1\Toshiba Files\Irene never quite regained her balance once Max left her alone.doc,Irene never quite regained her balance once Max left her alone.doc,.doc,document,55808,0.05,1430500840.0,0,UNLIKELY,False,,2e94e912bb4ec64f45225a1f50016eda3e84527e48185002e24e3c8726cb1ebf,1
1\Toshiba Files\Irene's truck.doc,Irene's truck.doc,.doc,document,1035264,0.99,1430499880.0,0,UNLIKELY,False,,145d89b977a180e1cf4388b2af46686d6cb3c5fe5cb5a7d03580466a447ca392,1
1\Toshiba Files\Iridium Lounge.doc,Iridium Lounge.doc,.doc,document,57344,0.05,1309660846.0,0,UNLIKELY,False,,4ea2c3268345aa003a7b7ac3d7e01c6d143cdea3b7ed8c50bc904c71efa3b15e,1
1\Toshiba Files\Is there even a slight chance American clusternuts might ever release their intemperate childish fears.doc,Is there even a slight chance American clusternuts might ever release their intemperate childish fears.doc,.doc,document,60928,0.06,1433188060.0,0,UNLIKELY,False,,34098c1c47f44a7f25996058b4aee54e372abd04df7495026122a7b49d7c8a46,1
1\Toshiba Files\It is not gun control.doc,It is not gun control.doc,.doc,document,45568,0.04,1361991704.0,0,UNLIKELY,False,,38069f77f194f38bd48244d04c496086bf9c3ceb9c6d6eabfc74ceae7596a4e8,1
1\Toshiba Files\It isn't Newtown.doc,It isn't Newtown.doc,.doc,document,42496,0.04,1356052308.0,0,UNLIKELY,False,,4635040ae63e01a306f319e01d2456ced0de4a4e5370c3f502331153ff4f042e,1
1\Toshiba Files\It's no accident such defectives have been on TeeWee for ten years..doc,It's no accident such defectives have been on TeeWee for ten years..doc,.doc,document,61440,0.06,1432854280.0,0,UNLIKELY,False,,cc79b31b47286691cc4b8d3cd97a698c0f0cb653ae136fadc15654f911bc52d8,1
"1\Toshiba Files\It's not Whitey's fault, you dumb shits.doc","It's not Whitey's fault, you dumb shits.doc",.doc,document,37888,0.04,1329100656.0,0,UNLIKELY,False,,d7e86dbe2ffb9611726727be95d8d36587811161808e2a1fb6ae0f6170b05ca4,1
1\Toshiba Files\It's safe to say.doc,It's safe to say.doc,.doc,document,45568,0.04,1360795762.0,0,UNLIKELY,False,,65d3ab31c8213e99bab2265b41f601cb28720021e76e59a8b7d48168290cf177,1
"1\Toshiba Files\It’s not racial, not political.doc","It’s not racial, not political.doc",.doc,document,57344,0.05,1434717836.0,0,UNLIKELY,False,,2998423768c8acf8455fdf3c8029804ea1d30aad8af219ca759857482c0e59a4,1
1\Toshiba Files\It’s SOP in our American nightmare..doc,It’s SOP in our American nightmare..doc,.doc,document,28672,0.03,1468020658.0,0,UNLIKELY,False,,b38247b323e59f50968d2c9ac7790ec36f633d14e6bd4d28b130a41f8bf2f30a,1
1\Toshiba Files\IVAN MONEV DAMYANOV.doc,IVAN MONEV DAMYANOV.doc,.doc,document,44544,0.04,1358452882.0,0,UNLIKELY,False,,3c126f4849ee17746c1345cd72b40f42e00d4aa0a02f2e83ff15b6ff2a23512d,1
"1\Toshiba Files\I’m at 76M words—237 pp.—I dearly love this thing. For relaxation, I skate back through it for italics. I type so badly that indicating.doc","I’m at 76M words—237 pp.—I dearly love this thing. For relaxation, I skate back through it for italics. I type so badly that indicating.doc",.doc,document,22528,0.02,1460157356.0,0,UNLIKELY,False,,9f8a1302fb5b2ab88e86b6ea6bd24371af7f6756d03c13ffdf6e3f80a70d067c,1
1\Toshiba Files\I’m incarcerated with panicky.doc,I’m incarcerated with panicky.doc,.doc,document,46592,0.04,1356531526.0,0,UNLIKELY,False,,234c24dea24921ef3df82affce65537aa80feda49a392d09e4225950e643ec6a,1
1\Toshiba Files\I’ve never paid much attention to American urban.doc,I’ve never paid much attention to American urban.doc,.doc,document,48128,0.05,1373854666.0,0,UNLIKELY,False,,279b36f75a49603b3bc6bb34320abac8f36475ae5e09cd4320221e000a3b3aa1,1
1\Toshiba Files\JAIL Lloyd and his slimy pals.doc,JAIL Lloyd and his slimy pals.doc,.doc,document,43520,0.04,1353906176.0,0,UNLIKELY,False,,61f8fa0e94f39f8cef05bfbb9d966ab1f4007115040b22ce829410c2d334a559,1
1\Toshiba Files\Jazz Age Slang.doc,Jazz Age Slang.doc,.doc,document,40448,0.04,1491079712.0,0,UNLIKELY,False,,4f626759e8a4abd2075aa7006d41ef7a2d8409503ebd92449d6c2b8d5a8699f7,1
1\Toshiba Files\Jeanne Spivey MURDOCK.doc,Jeanne Spivey MURDOCK.doc,.doc,document,62976,0.06,1434196856.0,0,UNLIKELY,False,,c50290136f094249513a8850fc4b624abcf0e4f7d028515a333eb178894116f1,1
1\Toshiba Files\jefferson & liberty.doc,jefferson & liberty.doc,.doc,document,41984,0.04,1336623666.0,0,UNLIKELY,False,,516c10c61417ee17b6fca771aadc3a224dc9eab4726805a37068663fa3eff7e2,1
